State,X Distance,Y Distance,Linear Distance,Manhatten Cost,Cost
TURN_RIGHT,2,0,2.0,2.0,7,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_RIGHT,9,1,9.055385138137417,10.0,31,
BASH_FORWARD,9,1,9.055385138137417,10.0,30,
BASH_FORWARD,7,1,7.0710678118654755,8.0,22,
FORWARD,5,1,5.0990195135927845,6.0,16,
BASH_FORWARD,4,1,4.123105625617661,5.0,12,
BASH_FORWARD,2,1,2.23606797749979,3.0,7,
TURN_RIGHT,0,1,1.0,1.0,2,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,1,8,8.06225774829855,9.0,24,
TURN_RIGHT,1,8,8.06225774829855,9.0,23,
BASH_FORWARD,1,8,8.06225774829855,9.0,22,
FORWARD,1,6,6.082762530298219,7.0,18,
BASH_FORWARD,1,5,5.0990195135927845,6.0,17,
TURN_RIGHT,1,3,3.1622776601683795,4.0,11,
FORWARD,1,3,3.1622776601683795,4.0,9,
TURN_LEFT,0,3,3.0,3.0,7,
BASH_FORWARD,0,3,3.0,3.0,6,
FORWARD,0,1,1.0,1.0,1,
BASH_FORWARD,2,4,4.47213595499958,6.0,22,
BASH_FORWARD,2,2,2.8284271247461903,4.0,15,
TURN_RIGHT,2,0,2.0,2.0,7,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,3,3,4.242640687119285,6.0,22,
FORWARD,3,3,4.242640687119285,6.0,21,
TURN_RIGHT,2,3,3.605551275463989,5.0,20,
FORWARD,2,3,3.605551275463989,5.0,19,
TURN_LEFT,2,2,2.8284271247461903,4.0,13,
BASH_FORWARD,2,2,2.8284271247461903,4.0,10,
TURN_RIGHT,0,2,2.0,2.0,5,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_LEFT,2,3,3.605551275463989,5.0,16,
BASH_FORWARD,2,3,3.605551275463989,5.0,15,
TURN_RIGHT,0,3,3.0,3.0,11,
BASH_FORWARD,0,3,3.0,3.0,10,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,5,4,6.4031242374328485,9.0,27,
BASH_FORWARD,5,4,6.4031242374328485,9.0,26,
TURN_LEFT,3,4,5.0,7.0,22,
FORWARD,3,4,5.0,7.0,21,
BASH_FORWARD,3,3,4.242640687119285,6.0,19,
TURN_RIGHT,3,1,3.1622776601683795,4.0,13,
FORWARD,3,1,3.1622776601683795,4.0,11,
TURN_LEFT,2,1,2.23606797749979,3.0,8,
FORWARD,2,1,2.23606797749979,3.0,6,
TURN_RIGHT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,5,7,8.602325267042627,12.0,32,
BASH_FORWARD,5,7,8.602325267042627,12.0,31,
FORWARD,3,7,7.615773105863909,10.0,24,
FORWARD,2,7,7.280109889280518,9.0,22,
TURN_LEFT,1,7,7.0710678118654755,8.0,21,
FORWARD,1,7,7.0710678118654755,8.0,20,
BASH_FORWARD,1,6,6.082762530298219,7.0,18,
FORWARD,1,4,4.123105625617661,5.0,13,
FORWARD,1,3,3.1622776601683795,4.0,11,
TURN_RIGHT,1,2,2.23606797749979,3.0,10,
FORWARD,1,2,2.23606797749979,3.0,9,
TURN_LEFT,0,2,2.0,2.0,5,
FORWARD,0,2,2.0,2.0,3,
FORWARD,0,1,1.0,1.0,1,
FORWARD,1,2,2.23606797749979,3.0,12,
TURN_LEFT,1,3,3.1622776601683795,4.0,11,
FORWARD,1,3,3.1622776601683795,4.0,10,
TURN_LEFT,0,3,3.0,3.0,9,
BASH_FORWARD,0,3,3.0,3.0,8,
FORWARD,0,1,1.0,1.0,1,
TURN_LEFT,1,1,1.4142135623730951,2.0,8,
FORWARD,1,1,1.4142135623730951,2.0,7,
TURN_RIGHT,0,1,1.0,1.0,3,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,3,2,3.605551275463989,5.0,15,
BASH_FORWARD,3,2,3.605551275463989,5.0,14,
FORWARD,1,2,2.23606797749979,3.0,8,
TURN_LEFT,0,2,2.0,2.0,5,
FORWARD,0,2,2.0,2.0,3,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,6,4,7.211102550927978,10.0,24,
FORWARD,6,4,7.211102550927978,10.0,23,
FORWARD,5,4,6.4031242374328485,9.0,22,
TURN_LEFT,4,4,5.656854249492381,8.0,21,
BASH_FORWARD,4,4,5.656854249492381,8.0,20,
FORWARD,4,2,4.47213595499958,6.0,15,
TURN_RIGHT,4,1,4.123105625617661,5.0,13,
FORWARD,4,1,4.123105625617661,5.0,12,
BASH_FORWARD,3,1,3.1622776601683795,4.0,7,
FORWARD,1,1,1.4142135623730951,2.0,3,
TURN_LEFT,0,1,1.0,1.0,2,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,2,2,2.8284271247461903,4.0,10,
BASH_FORWARD,2,2,2.8284271247461903,4.0,9,
TURN_LEFT,0,2,2.0,2.0,5,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_LEFT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,1,6,6.082762530298219,7.0,21,
TURN_LEFT,1,6,6.082762530298219,7.0,20,
BASH_FORWARD,1,6,6.082762530298219,7.0,19,
BASH_FORWARD,1,4,4.123105625617661,5.0,15,
BASH_FORWARD,1,2,2.23606797749979,3.0,10,
TURN_RIGHT,1,0,1.0,1.0,3,
FORWARD,1,0,1.0,1.0,1,
TURN_RIGHT,3,4,5.0,7.0,22,
TURN_RIGHT,3,4,5.0,7.0,21,
BASH_FORWARD,3,4,5.0,7.0,20,
FORWARD,3,2,3.605551275463989,5.0,11,
TURN_RIGHT,3,1,3.1622776601683795,4.0,10,
FORWARD,3,1,3.1622776601683795,4.0,9,
TURN_LEFT,2,1,2.23606797749979,3.0,7,
FORWARD,2,1,2.23606797749979,3.0,6,
TURN_RIGHT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
FORWARD,1,9,9.055385138137417,10.0,33,
TURN_LEFT,1,8,8.06225774829855,9.0,28,
FORWARD,1,8,8.06225774829855,9.0,25,
TURN_RIGHT,0,8,8.0,8.0,23,
BASH_FORWARD,0,8,8.0,8.0,22,
FORWARD,0,6,6.0,6.0,18,
BASH_FORWARD,0,5,5.0,5.0,14,
FORWARD,0,3,3.0,3.0,10,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_LEFT,6,3,6.708203932499369,9.0,25,
FORWARD,6,3,6.708203932499369,9.0,24,
BASH_FORWARD,5,3,5.830951894845301,8.0,21,
FORWARD,3,3,4.242640687119285,6.0,14,
BASH_FORWARD,2,3,3.605551275463989,5.0,13,
TURN_LEFT,0,3,3.0,3.0,9,
FORWARD,0,3,3.0,3.0,8,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_LEFT,9,5,10.295630140987,14.0,34,
FORWARD,9,5,10.295630140987,14.0,33,
BASH_FORWARD,8,5,9.433981132056603,13.0,29,
TURN_LEFT,6,5,7.810249675906654,11.0,24,
FORWARD,6,5,7.810249675906654,11.0,23,
FORWARD,6,4,7.211102550927978,10.0,22,
FORWARD,6,3,6.708203932499369,9.0,21,
BASH_FORWARD,6,2,6.324555320336759,8.0,18,
TURN_RIGHT,6,0,6.0,6.0,14,
FORWARD,6,0,6.0,6.0,13,
BASH_FORWARD,5,0,5.0,5.0,12,
FORWARD,3,0,3.0,3.0,6,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,2,5,5.385164807134504,7.0,19,
FORWARD,2,5,5.385164807134504,7.0,18,
TURN_RIGHT,1,5,5.0990195135927845,6.0,17,
FORWARD,1,5,5.0990195135927845,6.0,16,
FORWARD,1,4,4.123105625617661,5.0,13,
FORWARD,1,3,3.1622776601683795,4.0,11,
BASH_FORWARD,1,2,2.23606797749979,3.0,10,
TURN_LEFT,1,0,1.0,1.0,3,
FORWARD,1,0,1.0,1.0,1,
FORWARD,6,7,9.219544457292887,13.0,28,
FORWARD,6,6,8.48528137423857,12.0,27,
BASH_FORWARD,6,5,7.810249675906654,11.0,26,
FORWARD,6,3,6.708203932499369,9.0,21,
TURN_RIGHT,6,2,6.324555320336759,8.0,17,
BASH_FORWARD,6,2,6.324555320336759,8.0,15,
FORWARD,4,2,4.47213595499958,6.0,11,
FORWARD,3,2,3.605551275463989,5.0,8,
FORWARD,2,2,2.8284271247461903,4.0,7,
TURN_LEFT,1,2,2.23606797749979,3.0,6,
FORWARD,1,2,2.23606797749979,3.0,5,
FORWARD,1,1,1.4142135623730951,2.0,4,
TURN_RIGHT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
BASH_FORWARD,0,3,3.0,3.0,12,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,1,3,3.1622776601683795,4.0,11,
FORWARD,1,3,3.1622776601683795,4.0,10,
TURN_RIGHT,0,3,3.0,3.0,8,
BASH_FORWARD,0,3,3.0,3.0,7,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,1,2,2.23606797749979,3.0,8,
FORWARD,1,2,2.23606797749979,3.0,7,
TURN_RIGHT,0,2,2.0,2.0,5,
BASH_FORWARD,0,2,2.0,2.0,4,
BASH_FORWARD,4,7,8.06225774829855,11.0,27,
FORWARD,4,5,6.4031242374328485,9.0,23,
BASH_FORWARD,4,4,5.656854249492381,8.0,22,
FORWARD,4,2,4.47213595499958,6.0,15,
TURN_RIGHT,4,1,4.123105625617661,5.0,14,
BASH_FORWARD,4,1,4.123105625617661,5.0,13,
TURN_LEFT,2,1,2.23606797749979,3.0,8,
FORWARD,2,1,2.23606797749979,3.0,7,
TURN_RIGHT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_RIGHT,0,6,6.0,6.0,16,
TURN_RIGHT,0,6,6.0,6.0,15,
FORWARD,0,6,6.0,6.0,14,
BASH_FORWARD,0,5,5.0,5.0,12,
FORWARD,0,3,3.0,3.0,4,
FORWARD,0,2,2.0,2.0,2,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,0,6,6.0,6.0,17,
TURN_RIGHT,0,6,6.0,6.0,16,
BASH_FORWARD,0,6,6.0,6.0,15,
BASH_FORWARD,0,4,4.0,4.0,10,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,2,0,2.0,2.0,3,
FORWARD,2,0,2.0,2.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_RIGHT,6,6,8.48528137423857,12.0,41,
BASH_FORWARD,6,6,8.48528137423857,12.0,40,
FORWARD,4,6,7.211102550927978,10.0,31,
TURN_RIGHT,3,6,6.708203932499369,9.0,30,
FORWARD,3,6,6.708203932499369,9.0,29,
FORWARD,3,5,5.830951894845301,8.0,28,
TURN_LEFT,3,4,5.0,7.0,27,
FORWARD,3,4,5.0,7.0,26,
TURN_RIGHT,2,4,4.47213595499958,6.0,24,
BASH_FORWARD,2,4,4.47213595499958,6.0,23,
TURN_LEFT,2,2,2.8284271247461903,4.0,19,
BASH_FORWARD,2,2,2.8284271247461903,4.0,18,
TURN_RIGHT,0,2,2.0,2.0,8,
BASH_FORWARD,0,2,2.0,2.0,4,
FORWARD,6,3,6.708203932499369,9.0,24,
TURN_LEFT,6,2,6.324555320336759,8.0,22,
FORWARD,6,2,6.324555320336759,8.0,21,
FORWARD,5,2,5.385164807134504,7.0,19,
BASH_FORWARD,4,2,4.47213595499958,6.0,18,
BASH_FORWARD,2,2,2.8284271247461903,4.0,9,
TURN_RIGHT,0,2,2.0,2.0,5,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,0,3,3.0,3.0,10,
TURN_RIGHT,0,3,3.0,3.0,9,
BASH_FORWARD,0,3,3.0,3.0,8,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,2,1,2.23606797749979,3.0,9,
TURN_RIGHT,2,1,2.23606797749979,3.0,8,
FORWARD,2,1,2.23606797749979,3.0,7,
TURN_RIGHT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_RIGHT,4,3,5.0,7.0,20,
FORWARD,4,3,5.0,7.0,19,
BASH_FORWARD,3,3,4.242640687119285,6.0,17,
TURN_LEFT,1,3,3.1622776601683795,4.0,13,
FORWARD,1,3,3.1622776601683795,4.0,12,
FORWARD,1,2,2.23606797749979,3.0,9,
TURN_RIGHT,1,1,1.4142135623730951,2.0,6,
FORWARD,1,1,1.4142135623730951,2.0,4,
TURN_LEFT,0,1,1.0,1.0,2,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,0,1,1.0,1.0,3,
TURN_RIGHT,0,1,1.0,1.0,2,
FORWARD,0,1,1.0,1.0,1,
TURN_RIGHT,2,3,3.605551275463989,5.0,15,
TURN_RIGHT,2,3,3.605551275463989,5.0,14,
FORWARD,2,3,3.605551275463989,5.0,13,
FORWARD,2,2,2.8284271247461903,4.0,11,
FORWARD,2,1,2.23606797749979,3.0,10,
TURN_RIGHT,2,0,2.0,2.0,6,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_RIGHT,0,2,2.0,2.0,6,
TURN_RIGHT,0,2,2.0,2.0,5,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,5,1,5.0990195135927845,6.0,17,
BASH_FORWARD,5,1,5.0990195135927845,6.0,16,
FORWARD,3,1,3.1622776601683795,4.0,12,
TURN_LEFT,2,1,2.23606797749979,3.0,9,
FORWARD,2,1,2.23606797749979,3.0,7,
TURN_RIGHT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,2,3,3.605551275463989,5.0,17,
FORWARD,2,3,3.605551275463989,5.0,16,
FORWARD,1,3,3.1622776601683795,4.0,14,
TURN_RIGHT,0,3,3.0,3.0,10,
FORWARD,0,3,3.0,3.0,8,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_LEFT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_RIGHT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_RIGHT,2,9,9.219544457292887,11.0,34,
FORWARD,2,9,9.219544457292887,11.0,33,
TURN_LEFT,1,9,9.055385138137417,10.0,32,
BASH_FORWARD,1,9,9.055385138137417,10.0,31,
FORWARD,1,7,7.0710678118654755,8.0,25,
BASH_FORWARD,1,6,6.082762530298219,7.0,23,
FORWARD,1,4,4.123105625617661,5.0,19,
BASH_FORWARD,1,3,3.1622776601683795,4.0,11,
FORWARD,1,1,1.4142135623730951,2.0,6,
TURN_RIGHT,1,0,1.0,1.0,3,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,5,1,5.0990195135927845,6.0,16,
BASH_FORWARD,5,1,5.0990195135927845,6.0,15,
FORWARD,3,1,3.1622776601683795,4.0,10,
TURN_RIGHT,2,1,2.23606797749979,3.0,8,
FORWARD,2,1,2.23606797749979,3.0,7,
TURN_LEFT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
BASH_FORWARD,5,1,5.0990195135927845,6.0,21,
TURN_LEFT,5,1,5.0990195135927845,6.0,16,
FORWARD,5,1,5.0990195135927845,6.0,15,
FORWARD,4,1,4.123105625617661,5.0,13,
BASH_FORWARD,3,1,3.1622776601683795,4.0,11,
FORWARD,1,1,1.4142135623730951,2.0,7,
TURN_LEFT,0,1,1.0,1.0,3,
FORWARD,0,1,1.0,1.0,1,
FORWARD,8,6,10.0,14.0,35,
FORWARD,8,5,9.433981132056603,13.0,34,
TURN_RIGHT,8,4,8.94427190999916,12.0,33,
BASH_FORWARD,8,4,8.94427190999916,12.0,32,
FORWARD,6,4,7.211102550927978,10.0,25,
BASH_FORWARD,5,4,6.4031242374328485,9.0,22,
FORWARD,3,4,5.0,7.0,18,
FORWARD,2,4,4.47213595499958,6.0,16,
TURN_LEFT,1,4,4.123105625617661,5.0,14,
FORWARD,1,4,4.123105625617661,5.0,13,
BASH_FORWARD,1,3,3.1622776601683795,4.0,9,
TURN_RIGHT,1,1,1.4142135623730951,2.0,5,
FORWARD,1,1,1.4142135623730951,2.0,4,
TURN_LEFT,0,1,1.0,1.0,2,
FORWARD,0,1,1.0,1.0,1,
TURN_LEFT,7,5,8.602325267042627,12.0,32,
BASH_FORWARD,7,5,8.602325267042627,12.0,31,
TURN_RIGHT,5,5,7.0710678118654755,10.0,24,
BASH_FORWARD,5,5,7.0710678118654755,10.0,22,
FORWARD,5,3,5.830951894845301,8.0,18,
TURN_LEFT,5,2,5.385164807134504,7.0,17,
FORWARD,5,2,5.385164807134504,7.0,16,
TURN_RIGHT,4,2,4.47213595499958,6.0,14,
BASH_FORWARD,4,2,4.47213595499958,6.0,13,
TURN_LEFT,4,0,4.0,4.0,9,
BASH_FORWARD,4,0,4.0,4.0,8,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,8,1,8.06225774829855,9.0,33,
FORWARD,8,1,8.06225774829855,9.0,32,
BASH_FORWARD,7,1,7.0710678118654755,8.0,26,
TURN_LEFT,5,1,5.0990195135927845,6.0,21,
FORWARD,5,1,5.0990195135927845,6.0,20,
TURN_RIGHT,5,0,5.0,5.0,18,
FORWARD,5,0,5.0,5.0,17,
BASH_FORWARD,4,0,4.0,4.0,15,
BASH_FORWARD,2,0,2.0,2.0,4,
BASH_FORWARD,1,7,7.0710678118654755,8.0,25,
FORWARD,1,5,5.0990195135927845,6.0,17,
BASH_FORWARD,1,4,4.123105625617661,5.0,15,
TURN_LEFT,1,2,2.23606797749979,3.0,11,
FORWARD,1,2,2.23606797749979,3.0,10,
TURN_RIGHT,0,2,2.0,2.0,6,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,1,2,2.23606797749979,3.0,6,
FORWARD,1,2,2.23606797749979,3.0,5,
TURN_RIGHT,0,2,2.0,2.0,4,
FORWARD,0,2,2.0,2.0,3,
FORWARD,0,1,1.0,1.0,1,
BASH_FORWARD,1,8,8.06225774829855,9.0,24,
TURN_LEFT,1,6,6.082762530298219,7.0,20,
FORWARD,1,6,6.082762530298219,7.0,19,
TURN_RIGHT,0,6,6.0,6.0,15,
FORWARD,0,6,6.0,6.0,13,
BASH_FORWARD,0,5,5.0,5.0,12,
FORWARD,0,3,3.0,3.0,6,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,2,1,2.23606797749979,3.0,16,
BASH_FORWARD,2,1,2.23606797749979,3.0,15,
TURN_LEFT,0,1,1.0,1.0,5,
FORWARD,0,1,1.0,1.0,1,
TURN_LEFT,7,0,7.0,7.0,23,
FORWARD,7,0,7.0,7.0,22,
FORWARD,6,0,6.0,6.0,20,
BASH_FORWARD,5,0,5.0,5.0,15,
FORWARD,3,0,3.0,3.0,7,
BASH_FORWARD,2,0,2.0,2.0,4,
BASH_FORWARD,6,1,6.082762530298219,7.0,23,
TURN_RIGHT,6,1,6.082762530298219,7.0,16,
BASH_FORWARD,6,1,6.082762530298219,7.0,14,
BASH_FORWARD,4,1,4.123105625617661,5.0,10,
FORWARD,2,1,2.23606797749979,3.0,6,
TURN_RIGHT,1,1,1.4142135623730951,2.0,5,
FORWARD,1,1,1.4142135623730951,2.0,4,
TURN_LEFT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
BASH_FORWARD,2,7,7.280109889280518,9.0,24,
BASH_FORWARD,2,5,5.385164807134504,7.0,16,
FORWARD,2,3,3.605551275463989,5.0,11,
TURN_LEFT,2,2,2.8284271247461903,4.0,10,
FORWARD,2,2,2.8284271247461903,4.0,9,
TURN_RIGHT,1,2,2.23606797749979,3.0,8,
BASH_FORWARD,1,2,2.23606797749979,3.0,7,
TURN_LEFT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
FORWARD,4,3,5.0,7.0,20,
FORWARD,4,2,4.47213595499958,6.0,19,
FORWARD,4,1,4.123105625617661,5.0,17,
TURN_RIGHT,4,0,4.0,4.0,14,
FORWARD,4,0,4.0,4.0,12,
FORWARD,3,0,3.0,3.0,9,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,7,5,8.602325267042627,12.0,37,
FORWARD,7,5,8.602325267042627,12.0,36,
BASH_FORWARD,6,5,7.810249675906654,11.0,34,
BASH_FORWARD,4,5,6.4031242374328485,9.0,23,
FORWARD,2,5,5.385164807134504,7.0,17,
TURN_LEFT,1,5,5.0990195135927845,6.0,15,
BASH_FORWARD,1,5,5.0990195135927845,6.0,14,
FORWARD,1,3,3.1622776601683795,4.0,9,
BASH_FORWARD,1,2,2.23606797749979,3.0,6,
TURN_RIGHT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_RIGHT,7,4,8.06225774829855,11.0,32,
BASH_FORWARD,7,4,8.06225774829855,11.0,31,
TURN_LEFT,5,4,6.4031242374328485,9.0,27,
BASH_FORWARD,5,4,6.4031242374328485,9.0,26,
BASH_FORWARD,5,2,5.385164807134504,7.0,20,
TURN_RIGHT,5,0,5.0,5.0,15,
FORWARD,5,0,5.0,5.0,14,
BASH_FORWARD,4,0,4.0,4.0,10,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_RIGHT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
BASH_FORWARD,3,2,3.605551275463989,5.0,16,
TURN_RIGHT,3,0,3.0,3.0,11,
BASH_FORWARD,3,0,3.0,3.0,10,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,5,1,5.0990195135927845,6.0,16,
FORWARD,5,1,5.0990195135927845,6.0,15,
FORWARD,4,1,4.123105625617661,5.0,14,
BASH_FORWARD,3,1,3.1622776601683795,4.0,12,
FORWARD,1,1,1.4142135623730951,2.0,6,
TURN_RIGHT,0,1,1.0,1.0,3,
FORWARD,0,1,1.0,1.0,1,
TURN_LEFT,8,3,8.54400374531753,11.0,35,
BASH_FORWARD,8,3,8.54400374531753,11.0,34,
BASH_FORWARD,6,3,6.708203932499369,9.0,25,
BASH_FORWARD,4,3,5.0,7.0,17,
FORWARD,2,3,3.605551275463989,5.0,9,
FORWARD,1,3,3.1622776601683795,4.0,7,
TURN_LEFT,0,3,3.0,3.0,6,
BASH_FORWARD,0,3,3.0,3.0,5,
FORWARD,0,1,1.0,1.0,1,
TURN_LEFT,2,8,8.246211251235321,10.0,24,
FORWARD,2,8,8.246211251235321,10.0,23,
TURN_LEFT,1,8,8.06225774829855,9.0,21,
FORWARD,1,8,8.06225774829855,9.0,20,
BASH_FORWARD,1,7,7.0710678118654755,8.0,19,
FORWARD,1,5,5.0990195135927845,6.0,13,
BASH_FORWARD,1,4,4.123105625617661,5.0,12,
BASH_FORWARD,1,2,2.23606797749979,3.0,6,
TURN_RIGHT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_RIGHT,3,5,5.830951894845301,8.0,20,
TURN_RIGHT,3,5,5.830951894845301,8.0,19,
BASH_FORWARD,3,5,5.830951894845301,8.0,18,
FORWARD,3,3,4.242640687119285,6.0,14,
BASH_FORWARD,3,2,3.605551275463989,5.0,13,
TURN_RIGHT,3,0,3.0,3.0,7,
FORWARD,3,0,3.0,3.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,3,0,3.0,3.0,6,
BASH_FORWARD,3,0,3.0,3.0,5,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,5,4,6.4031242374328485,9.0,20,
BASH_FORWARD,5,4,6.4031242374328485,9.0,19,
FORWARD,3,4,5.0,7.0,14,
FORWARD,2,4,4.47213595499958,6.0,13,
TURN_LEFT,1,4,4.123105625617661,5.0,12,
BASH_FORWARD,1,4,4.123105625617661,5.0,11,
TURN_RIGHT,1,2,2.23606797749979,3.0,7,
FORWARD,1,2,2.23606797749979,3.0,6,
TURN_LEFT,0,2,2.0,2.0,5,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,9,7,11.40175425099138,16.0,49,
TURN_RIGHT,9,7,11.40175425099138,16.0,48,
BASH_FORWARD,9,7,11.40175425099138,16.0,47,
TURN_LEFT,9,5,10.295630140987,14.0,43,
BASH_FORWARD,9,5,10.295630140987,14.0,42,
FORWARD,7,5,8.602325267042627,12.0,35,
FORWARD,6,5,7.810249675906654,11.0,34,
BASH_FORWARD,5,5,7.0710678118654755,10.0,32,
BASH_FORWARD,3,5,5.830951894845301,8.0,20,
FORWARD,1,5,5.0990195135927845,6.0,12,
TURN_RIGHT,0,5,5.0,5.0,11,
BASH_FORWARD,0,5,5.0,5.0,10,
BASH_FORWARD,0,3,3.0,3.0,6,
FORWARD,0,1,1.0,1.0,1,
FORWARD,5,6,7.810249675906654,11.0,38,
TURN_RIGHT,5,5,7.0710678118654755,10.0,32,
BASH_FORWARD,5,5,7.0710678118654755,10.0,29,
BASH_FORWARD,3,5,5.830951894845301,8.0,21,
TURN_LEFT,1,5,5.0990195135927845,6.0,17,
FORWARD,1,5,5.0990195135927845,6.0,16,
BASH_FORWARD,1,4,4.123105625617661,5.0,10,
BASH_FORWARD,1,2,2.23606797749979,3.0,6,
TURN_RIGHT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
FORWARD,6,4,7.211102550927978,10.0,27,
TURN_LEFT,6,3,6.708203932499369,9.0,26,
FORWARD,6,3,6.708203932499369,9.0,25,
FORWARD,5,3,5.830951894845301,8.0,24,
FORWARD,4,3,5.0,7.0,22,
FORWARD,3,3,4.242640687119285,6.0,20,
TURN_RIGHT,2,3,3.605551275463989,5.0,14,
FORWARD,2,3,3.605551275463989,5.0,11,
BASH_FORWARD,2,2,2.8284271247461903,4.0,10,
TURN_LEFT,2,0,2.0,2.0,5,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_LEFT,5,1,5.0990195135927845,6.0,18,
FORWARD,5,1,5.0990195135927845,6.0,17,
BASH_FORWARD,4,1,4.123105625617661,5.0,14,
TURN_RIGHT,2,1,2.23606797749979,3.0,10,
FORWARD,2,1,2.23606797749979,3.0,9,
TURN_LEFT,2,0,2.0,2.0,6,
BASH_FORWARD,2,0,2.0,2.0,4,
FORWARD,1,1,1.4142135623730951,2.0,10,
TURN_RIGHT,1,0,1.0,1.0,4,
FORWARD,1,0,1.0,1.0,1,
BASH_FORWARD,1,3,3.1622776601683795,4.0,12,
FORWARD,1,1,1.4142135623730951,2.0,7,
TURN_RIGHT,1,0,1.0,1.0,3,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,6,0,6.0,6.0,18,
FORWARD,6,0,6.0,6.0,17,
FORWARD,5,0,5.0,5.0,16,
BASH_FORWARD,4,0,4.0,4.0,11,
BASH_FORWARD,2,0,2.0,2.0,4,
TURN_RIGHT,3,1,3.1622776601683795,4.0,15,
TURN_RIGHT,3,1,3.1622776601683795,4.0,14,
FORWARD,3,1,3.1622776601683795,4.0,13,
TURN_LEFT,3,0,3.0,3.0,9,
BASH_FORWARD,3,0,3.0,3.0,7,
FORWARD,1,0,1.0,1.0,1,
FORWARD,1,1,1.4142135623730951,2.0,3,
TURN_RIGHT,1,0,1.0,1.0,2,
FORWARD,1,0,1.0,1.0,1,
TURN_LEFT,7,4,8.06225774829855,11.0,32,
FORWARD,7,4,8.06225774829855,11.0,31,
BASH_FORWARD,6,4,7.211102550927978,10.0,28,
FORWARD,4,4,5.656854249492381,8.0,23,
FORWARD,3,4,5.0,7.0,22,
BASH_FORWARD,2,4,4.47213595499958,6.0,21,
TURN_LEFT,0,4,4.0,4.0,17,
BASH_FORWARD,0,4,4.0,4.0,16,
BASH_FORWARD,0,2,2.0,2.0,4,
TURN_RIGHT,0,4,4.0,4.0,11,
TURN_RIGHT,0,4,4.0,4.0,10,
